price,date
$288.01,20210510-1402
$289.73,20210510-1402
$289.73,20210510-1402
$289.73,20210510-1402
$310.43,20210510-1402
$310.43,20210510-1402
$331.13,20210510-1402
$336.66,20210510-1402
$336.67,20210510-1402
$342.75,20210510-1402
$350.40,20210510-1402
$352.23,20210510-1402
$352.23,20210510-1402
$352.48,20210510-1402
$352.96,20210510-1402
$360.73,20210510-1402
$377.70,20210510-1402
$413.91,20210510-1402
$451.99,20210510-1402
$509.84,20210510-1402
$273.15,20210510-1432
$284.75,20210510-1432
$286.06,20210510-1432
$286.45,20210510-1432
$287.13,20210510-1432
$289.71,20210510-1432
$289.71,20210510-1432
$289.71,20210510-1432
$310.40,20210510-1432
$310.40,20210510-1432
$331.09,20210510-1432
$335.85,20210510-1432
$335.86,20210510-1432
$342.69,20210510-1432
$349.47,20210510-1432
$350.37,20210510-1432
$352.20,20210510-1432
$352.20,20210510-1432
$352.45,20210510-1432
$353.36,20210510-1432
$377.58,20210510-1432
$451.94,20210510-1432
$510.43,20210510-1432
$588.80,20210510-1432
$248.17,20210510-1502
$273.10,20210510-1502
$284.09,20210510-1502
$285.48,20210510-1502
$286.08,20210510-1502
$289.65,20210510-1502
$289.65,20210510-1502
$310.34,20210510-1502
$310.34,20210510-1502
$331.03,20210510-1502
$335.17,20210510-1502
$335.17,20210510-1502
$338.20,20210510-1502
$342.60,20210510-1502
$350.31,20210510-1502
$352.13,20210510-1502
$352.13,20210510-1502
$352.38,20210510-1502
$353.72,20210510-1502
$377.42,20210510-1502
$451.86,20210510-1502
$510.98,20210510-1502
$587.82,20210510-1502
$599.58,20210510-1502
$246.03,20210510-1532
$271.69,20210510-1532
$282.02,20210510-1532
$283.49,20210510-1532
$284.29,20210510-1532
$288.15,20210510-1532
$288.15,20210510-1532
$308.74,20210510-1532
$308.74,20210510-1532
$325.32,20210510-1532
$329.32,20210510-1532
$333.44,20210510-1532
$333.44,20210510-1532
$340.80,20210510-1532
$348.49,20210510-1532
$350.31,20210510-1532
$350.31,20210510-1532
$350.56,20210510-1532
$352.32,20210510-1532
$375.38,20210510-1532
$449.52,20210510-1532
$508.97,20210510-1532
$583.93,20210510-1532
$596.48,20210510-1532
$239.27,20210510-1602
$265.15,20210510-1602
$274.65,20210510-1602
$276.16,20210510-1602
$276.84,20210510-1602
$277.15,20210510-1602
$281.22,20210510-1602
$281.22,20210510-1602
$301.30,20210510-1602
$301.30,20210510-1602
$306.60,20210510-1602
$321.39,20210510-1602
$325.41,20210510-1602
$325.41,20210510-1602
$332.57,20210510-1602
$340.10,20210510-1602
$341.88,20210510-1602
$341.88,20210510-1602
$342.12,20210510-1602
$344.25,20210510-1602
$366.26,20210510-1602
$438.70,20210510-1602
$497.34,20210510-1602
$569.03,20210510-1602
$233.74,20210510-1632
$259.93,20210510-1632
$268.67,20210510-1632
$270.24,20210510-1632
$270.25,20210510-1632
$271.40,20210510-1632
$275.69,20210510-1632
$275.69,20210510-1632
$289.90,20210510-1632
$295.38,20210510-1632
$295.38,20210510-1632
$315.07,20210510-1632
$319.01,20210510-1632
$319.01,20210510-1632
$326.01,20210510-1632
$333.41,20210510-1632
$335.15,20210510-1632
$335.15,20210510-1632
$335.39,20210510-1632
$337.89,20210510-1632
$354.48,20210510-1632
$358.98,20210510-1632
$430.07,20210510-1632
$488.17,20210510-1632
$230.35,20210510-1702
$257.06,20210510-1702
$265.14,20210510-1702
$266.13,20210510-1702
$266.77,20210510-1702
$268.36,20210510-1702
$272.64,20210510-1702
$272.64,20210510-1702
$276.17,20210510-1702
$292.12,20210510-1702
$292.12,20210510-1702
$311.59,20210510-1702
$315.49,20210510-1702
$315.49,20210510-1702
$322.38,20210510-1702
$329.73,20210510-1702
$331.46,20210510-1702
$331.46,20210510-1702
$331.69,20210510-1702
$334.57,20210510-1702
$351.38,20210510-1702
$354.93,20210510-1702
$425.32,20210510-1702
$483.38,20210510-1702
$262.66,20210510-1732
$270.33,20210510-1732
$270.62,20210510-1732
$272.09,20210510-1732
$274.20,20210510-1732
$278.58,20210510-1732
$278.58,20210510-1732
$278.58,20210510-1732
$298.48,20210510-1732
$298.48,20210510-1732
$318.38,20210510-1732
$322.36,20210510-1732
$322.36,20210510-1732
$329.38,20210510-1732
$336.91,20210510-1732
$338.67,20210510-1732
$338.67,20210510-1732
$338.91,20210510-1732
$342.27,20210510-1732
$359.86,20210510-1732
$362.58,20210510-1732
$434.59,20210510-1732
$494.52,20210510-1732
$561.21,20210510-1732
$265.71,20210510-1802
$272.88,20210510-1802
$273.76,20210510-1802
$274.74,20210510-1802
$277.38,20210510-1802
$281.81,20210510-1802
$281.81,20210510-1802
$281.81,20210510-1802
$289.86,20210510-1802
$301.94,20210510-1802
$301.94,20210510-1802
$322.07,20210510-1802
$326.09,20210510-1802
$326.09,20210510-1802
$333.17,20210510-1802
$340.82,20210510-1802
$342.20,20210510-1802
$342.60,20210510-1802
$342.60,20210510-1802
$342.84,20210510-1802
$364.87,20210510-1802
$439.62,20210510-1802
$500.88,20210510-1802
$566.88,20210510-1802
$265.98,20210510-1832
$272.57,20210510-1832
$274.04,20210510-1832
$274.52,20210510-1832
$277.67,20210510-1832
$282.10,20210510-1832
$282.10,20210510-1832
$282.10,20210510-1832
$290.16,20210510-1832
$302.25,20210510-1832
$302.25,20210510-1832
$322.40,20210510-1832
$326.43,20210510-1832
$326.43,20210510-1832
$333.50,20210510-1832
$341.18,20210510-1832
$342.55,20210510-1832
$342.96,20210510-1832
$342.96,20210510-1832
$343.20,20210510-1832
$366.10,20210510-1832
$440.08,20210510-1832
$502.03,20210510-1832
$566.63,20210510-1832
