price,date,min,max,median
458.85,20210512-1915,458.85,1715.57,500.57
500.57,20210512-1915,458.85,1715.57,500.57
1715.57,20210512-1915,458.85,1715.57,500.57
449.95,20210512-1930,449.95,1682.82,490.85
490.85,20210512-1930,449.95,1682.82,490.85
1682.82,20210512-1930,449.95,1682.82,490.85
438.79,20210512-1945,438.79,1641.63,478.68
478.68,20210512-1945,438.79,1641.63,478.68
1641.63,20210512-1945,438.79,1641.63,478.68
428.9,20210512-2000,428.9,1605.13,467.89
467.89,20210512-2000,428.9,1605.13,467.89
1605.13,20210512-2000,428.9,1605.13,467.89
421.52,20210512-2015,421.52,1578.0,459.83
459.83,20210512-2015,421.52,1578.0,459.83
1578.0,20210512-2015,421.52,1578.0,459.83
389.25,20210512-2030,389.25,1605.01,428.59
389.26,20210512-2030,389.25,1605.01,428.59
428.59,20210512-2030,389.25,1605.01,428.59
467.55,20210512-2030,389.25,1605.01,428.59
1605.01,20210512-2030,389.25,1605.01,428.59
397.79,20210512-2045,397.79,1642.46,438.45
397.8,20210512-2045,397.79,1642.46,438.45
438.45,20210512-2045,397.79,1642.46,438.45
478.31,20210512-2045,397.79,1642.46,438.45
1642.46,20210512-2045,397.79,1642.46,438.45
394.62,20210512-2100,394.62,1631.58,435.41
394.62,20210512-2100,394.62,1631.58,435.41
435.41,20210512-2100,394.62,1631.58,435.41
474.99,20210512-2100,394.62,1631.58,435.41
1631.58,20210512-2100,394.62,1631.58,435.41
393.67,20210512-2115,393.67,1629.89,434.82
393.68,20210512-2115,393.67,1629.89,434.82
434.82,20210512-2115,393.67,1629.89,434.82
474.35,20210512-2115,393.67,1629.89,434.82
1629.89,20210512-2115,393.67,1629.89,434.82
393.91,20210512-2130,393.91,1633.1,435.53
393.91,20210512-2130,393.91,1633.1,435.53
435.53,20210512-2130,393.91,1633.1,435.53
475.13,20210512-2130,393.91,1633.1,435.53
1633.1,20210512-2130,393.91,1633.1,435.53
392.11,20210512-2145,392.11,1627.9,434.01
392.12,20210512-2145,392.11,1627.9,434.01
434.01,20210512-2145,392.11,1627.9,434.01
473.46,20210512-2145,392.11,1627.9,434.01
1627.9,20210512-2145,392.11,1627.9,434.01
395.68,20210512-2200,395.68,1644.96,438.41
395.69,20210512-2200,395.68,1644.96,438.41
438.41,20210512-2200,395.68,1644.96,438.41
478.27,20210512-2200,395.68,1644.96,438.41
1644.96,20210512-2200,395.68,1644.96,438.41
399.34,20210512-2215,399.34,1662.43,442.93
399.34,20210512-2215,399.34,1662.43,442.93
442.93,20210512-2215,399.34,1662.43,442.93
483.19,20210512-2215,399.34,1662.43,442.93
1662.43,20210512-2215,399.34,1662.43,442.93
400.5,20210512-2224,400.5,1668.63,444.5
400.51,20210512-2224,400.5,1668.63,444.5
444.5,20210512-2224,400.5,1668.63,444.5
484.9,20210512-2224,400.5,1668.63,444.5
1668.63,20210512-2224,400.5,1668.63,444.5
398.86,20210512-2226,398.86,1662.2,442.76
398.87,20210512-2226,398.86,1662.2,442.76
442.76,20210512-2226,398.86,1662.2,442.76
483.01,20210512-2226,398.86,1662.2,442.76
1662.2,20210512-2226,398.86,1662.2,442.76
398.15,20210512-2229,398.15,1659.63,442.05
398.16,20210512-2229,398.15,1659.63,442.05
442.05,20210512-2229,398.15,1659.63,442.05
482.23,20210512-2229,398.15,1659.63,442.05
1659.63,20210512-2229,398.15,1659.63,442.05
397.33,20210512-2235,397.33,1657.13,441.33
397.34,20210512-2235,397.33,1657.13,441.33
441.33,20210512-2235,397.33,1657.13,441.33
481.45,20210512-2235,397.33,1657.13,441.33
1657.13,20210512-2235,397.33,1657.13,441.33
397.84,20210512-2251,397.84,1661.73,442.4
397.85,20210512-2251,397.84,1661.73,442.4
442.4,20210512-2251,397.84,1661.73,442.4
482.61,20210512-2251,397.84,1661.73,442.4
1661.73,20210512-2251,397.84,1661.73,442.4
392.7,20210512-2306,392.7,1642.53,414.925
392.71,20210512-2306,392.7,1642.53,414.925
437.14,20210512-2306,392.7,1642.53,414.925
1642.53,20210512-2306,392.7,1642.53,414.925
390.37,20210512-2321,390.37,1634.99,412.685
390.37,20210512-2321,390.37,1634.99,412.685
435.0,20210512-2321,390.37,1634.99,412.685
1634.99,20210512-2321,390.37,1634.99,412.685
384.49,20210512-2351,384.49,1614.83,406.93
384.5,20210512-2351,384.49,1614.83,406.93
429.36,20210512-2351,384.49,1614.83,406.93
1614.83,20210512-2351,384.49,1614.83,406.93
388.4,20210513-0006,388.4,1633.48,411.295
388.41,20210513-0006,388.4,1633.48,411.295
434.18,20210513-0006,388.4,1633.48,411.295
1633.48,20210513-0006,388.4,1633.48,411.295
390.76,20210513-0021,390.76,1645.7,414.03
390.77,20210513-0021,390.76,1645.7,414.03
437.29,20210513-0021,390.76,1645.7,414.03
1645.7,20210513-0021,390.76,1645.7,414.03
354.34,20210513-0813,354.34,1559.34,410.2
410.2,20210513-0813,354.34,1559.34,410.2
1559.34,20210513-0813,354.34,1559.34,410.2
362.32,20210513-0829,362.32,1596.87,419.94
419.94,20210513-0829,362.32,1596.87,419.94
1596.87,20210513-0829,362.32,1596.87,419.94
359.5,20210513-0844,359.5,1586.7,417.13
417.13,20210513-0844,359.5,1586.7,417.13
1586.7,20210513-0844,359.5,1586.7,417.13
418.87,20210513-0859,418.87,1593.84,1006.355
1593.84,20210513-0859,418.87,1593.84,1006.355
423.12,20210513-0914,423.12,1610.49,1016.805
1610.49,20210513-0914,423.12,1610.49,1016.805
415.8,20210513-0929,415.8,1583.15,999.475
1583.15,20210513-0929,415.8,1583.15,999.475
422.79,20210513-0944,422.79,1610.29,1016.54
1610.29,20210513-0944,422.79,1610.29,1016.54
425.72,20210513-0959,425.72,1621.96,1023.84
1621.96,20210513-0959,425.72,1621.96,1023.84
428.73,20210513-1014,428.73,1633.93,1031.33
1633.93,20210513-1014,428.73,1633.93,1031.33
428.23,20210513-1029,428.23,1632.55,1030.39
1632.55,20210513-1029,428.23,1632.55,1030.39
426.44,20210513-1044,426.44,1626.25,1026.345
1626.25,20210513-1044,426.44,1626.25,1026.345
424.78,20210513-1059,424.78,1620.43,1022.605
1620.43,20210513-1059,424.78,1620.43,1022.605
420.21,20210513-1114,420.21,1603.48,1011.845
1603.48,20210513-1114,420.21,1603.48,1011.845
420.95,20210513-1129,420.95,1606.83,1013.89
1606.83,20210513-1129,420.95,1606.83,1013.89
418.7,20210513-1144,418.7,1598.74,1008.72
1598.74,20210513-1144,418.7,1598.74,1008.72
414.15,20210513-1159,414.15,1581.87,998.01
1581.87,20210513-1159,414.15,1581.87,998.01
424.21,20210513-1229,424.21,1621.32,578.47
578.47,20210513-1229,424.21,1621.32,578.47
1621.32,20210513-1229,424.21,1621.32,578.47
424.56,20210513-1244,424.56,1623.16,578.95
578.95,20210513-1244,424.56,1623.16,578.95
1623.16,20210513-1244,424.56,1623.16,578.95
411.0,20210513-1259,411.0,1571.8,560.45
560.45,20210513-1259,411.0,1571.8,560.45
1571.8,20210513-1259,411.0,1571.8,560.45
402.44,20210513-1314,402.44,1539.58,548.79
548.79,20210513-1314,402.44,1539.58,548.79
1539.58,20210513-1314,402.44,1539.58,548.79
404.3,20210513-1329,404.3,1547.18,551.32
551.32,20210513-1329,404.3,1547.18,551.32
1547.18,20210513-1329,404.3,1547.18,551.32
393.45,20210513-1344,393.45,1506.11,536.52
536.52,20210513-1344,393.45,1506.11,536.52
1506.11,20210513-1344,393.45,1506.11,536.52
405.61,20210513-1359,405.61,1553.15,553.1
553.1,20210513-1359,405.61,1553.15,553.1
1553.15,20210513-1359,405.61,1553.15,553.1
409.73,20210513-1414,409.73,1569.44,558.73
558.73,20210513-1414,409.73,1569.44,558.73
1569.44,20210513-1414,409.73,1569.44,558.73
403.53,20210513-1429,403.53,1546.16,550.27
550.27,20210513-1429,403.53,1546.16,550.27
1546.16,20210513-1429,403.53,1546.16,550.27
402.27,20210513-1444,402.27,1541.82,548.55
548.55,20210513-1444,402.27,1541.82,548.55
1541.82,20210513-1444,402.27,1541.82,548.55
399.44,20210513-1459,399.44,1531.47,544.7
544.7,20210513-1459,399.44,1531.47,544.7
1531.47,20210513-1459,399.44,1531.47,544.7
399.75,20210513-1514,399.75,1533.13,545.12
545.12,20210513-1514,399.75,1533.13,545.12
1533.13,20210513-1514,399.75,1533.13,545.12
404.37,20210513-1529,404.37,1551.34,551.42
551.42,20210513-1529,404.37,1551.34,551.42
1551.34,20210513-1529,404.37,1551.34,551.42
408.9,20210513-1544,408.9,1569.21,557.59
557.59,20210513-1544,408.9,1569.21,557.59
1569.21,20210513-1544,408.9,1569.21,557.59
404.7,20210513-1559,404.7,1553.56,551.86
551.86,20210513-1559,404.7,1553.56,551.86
1553.56,20210513-1559,404.7,1553.56,551.86
